amount,hour,transaction_type,merchant_category,country,device_risk_score,ip_risk_score,account_age_days,previous_transactions,international,is_fraud
6.46,14,Online,Utilities,India,0.499,0.143,1550,12,0,0
33.84,6,POS,Utilities,UAE,0.134,0.555,737,8,1,0
141.1,22,POS,Grocery,UK,0.4,0.312,1771,12,1,0
50.15,18,Bank Transfer,Electronics,India,0.418,0.188,532,9,0,0
81.27,10,Online,Entertainment,India,0.22,0.365,562,7,0,0
198.19,3,Online,Food,India,0.257,0.234,2508,10,0,0
251.56,8,POS,Grocery,India,0.554,0.261,830,14,0,0
62.23,14,ATM,Electronics,UAE,0.594,0.531,865,9,1,0
258.16,18,POS,Electronics,India,0.345,0.282,2265,14,0,0
73.12,6,Online,Entertainment,India,0.478,0.558,1215,14,0,0
28.86,17,ATM,Food,India,0.249,0.251,330,9,0,0
36.8,6,Online,Grocery,India,0.018,0.579,2309,12,0,0
15.17,5,Bank Transfer,Grocery,UK,0.141,0.059,13,7,1,0
27.44,10,POS,Travel,India,0.027,0.239,1336,11,0,0
46.62,3,ATM,Grocery,India,0.259,0.079,1169,10,0,0
148.95,9,Bank Transfer,Utilities,India,0.029,0.086,1988,8,0,0
372.7,8,Online,Travel,USA,0.09,0.425,1738,14,1,0
16.74,6,Online,Food,USA,0.224,0.264,1745,13,1,0
98.77,18,Online,Grocery,USA,0.67,0.135,2674,17,1,0
23.56,7,ATM,Electronics,India,0.415,0.38,1786,12,0,0
107.2,16,Bank Transfer,Utilities,India,0.265,0.075,118,9,0,0
58.49,17,ATM,Food,USA,0.4,0.556,178,10,1,0
10.69,15,Bank Transfer,Travel,USA,0.217,0.159,1003,10,1,0
168.73,6,Online,Entertainment,India,0.499,0.46,41,11,0,0
36.42,19,Online,Food,Singapore,0.05,0.09,2569,6,1,0
39.1,5,POS,Travel,India,0.319,0.307,2300,14,0,0
22.88,6,ATM,Utilities,India,0.391,0.43,2139,9,0,0
34.66,20,Bank Transfer,Utilities,UAE,0.227,0.138,2058,13,1,0
102.3,8,Online,Food,India,0.265,0.352,1899,8,0,0
55.19,16,POS,Grocery,UAE,0.342,0.119,1041,14,1,0
92.63,1,Online,Electronics,India,0.062,0.344,30,10,0,0
95.77,14,ATM,Food,UAE,0.655,0.06,367,12,1,0
249.8,20,Bank Transfer,Utilities,India,0.101,0.344,1394,10,0,0
47.33,17,POS,Entertainment,UK,0.509,0.404,756,8,1,0
15.23,13,POS,Travel,USA,0.382,0.182,2934,10,1,0
193.88,20,Online,Food,India,0.067,0.255,2463,19,0,0
47.87,7,POS,Travel,India,0.097,0.199,2011,11,0,0
203.28,9,Bank Transfer,Electronics,India,0.117,0.229,1225,16,0,0
97.84,1,Online,Food,India,0.167,0.125,2446,10,0,0
58.49,16,Online,Food,UAE,0.179,0.42,1219,14,1,0
94.52,17,POS,Electronics,India,0.597,0.341,1541,13,0,0
469.19,18,Online,Electronics,UK,0.177,0.538,2141,12,1,0
532.18,17,Bank Transfer,Entertainment,India,0.146,0.144,1085,17,0,0
71.48,3,Online,Food,India,0.11,0.393,1527,10,0,0
78.27,15,POS,Grocery,UAE,0.511,0.254,963,15,1,0
195.63,18,POS,Entertainment,India,0.08,0.351,504,9,0,0
28.63,4,Bank Transfer,Food,India,0.532,0.708,2390,12,0,0
93.04,11,Bank Transfer,Entertainment,India,0.601,0.458,2937,8,0,0
64.98,21,POS,Entertainment,India,0.191,0.077,1384,10,0,0
91.28,9,Online,Travel,India,0.463,0.023,132,12,0,0
28.98,18,POS,Utilities,USA,0.261,0.303,967,10,1,0
13.6,12,Online,Utilities,India,0.102,0.202,2658,13,0,0
8.39,15,POS,Grocery,UK,0.317,0.091,1967,17,1,0
21.82,15,ATM,Travel,India,0.419,0.508,791,16,0,0
42.15,15,Bank Transfer,Travel,India,0.429,0.301,2995,3,0,0
49.74,18,POS,Utilities,India,0.265,0.187,384,20,0,0
462.77,21,Online,Utilities,India,0.041,0.169,1291,11,0,0
201.54,7,POS,Travel,UK,0.049,0.121,1498,12,1,0
25.48,22,POS,Food,India,0.198,0.277,492,9,0,0
94.42,15,POS,Travel,India,0.458,0.26,562,10,0,0
44.39,14,POS,Grocery,India,0.157,0.454,1926,18,0,0
50.18,7,Bank Transfer,Travel,India,0.299,0.328,145,11,0,0
80.26,10,POS,Grocery,India,0.213,0.47,1202,17,0,0
123.86,15,Bank Transfer,Utilities,India,0.144,0.27,2108,11,0,0
47.5,8,POS,Entertainment,India,0.211,0.285,1769,14,0,0
193.22,6,Online,Travel,India,0.363,0.208,1153,11,0,0
21.29,19,Online,Food,USA,0.075,0.133,2991,14,1,0
67.11,9,Bank Transfer,Travel,USA,0.125,0.078,1467,10,1,0
895.76,15,POS,Food,India,0.486,0.323,1374,9,0,0
83.35,0,POS,Utilities,India,0.081,0.361,1933,12,0,0
279.56,1,ATM,Utilities,USA,0.368,0.465,909,13,1,1
73.08,20,ATM,Entertainment,India,0.158,0.262,1154,20,0,0
119.2,3,Online,Travel,India,0.083,0.371,2942,11,0,0
63.01,19,POS,Travel,India,0.277,0.412,666,10,0,0
56.24,21,POS,Grocery,India,0.447,0.19,2002,10,0,0
30.59,11,ATM,Grocery,India,0.098,0.444,2352,7,0,0
102.54,21,Online,Food,India,0.394,0.152,917,8,0,0
28.46,10,Online,Food,India,0.12,0.137,944,18,0,0
129.75,22,POS,Utilities,India,0.351,0.351,951,11,0,0
197.41,5,POS,Grocery,India,0.346,0.363,1309,16,0,0
96.21,10,Bank Transfer,Travel,India,0.248,0.195,1814,7,0,0
50.09,9,ATM,Entertainment,India,0.339,0.08,2259,14,0,0
105.0,18,POS,Entertainment,India,0.05,0.064,1090,10,0,0
48.98,1,Bank Transfer,Electronics,UK,0.06,0.36,1486,5,1,0
169.96,19,Online,Grocery,UAE,0.083,0.148,2319,17,1,0
10.68,0,POS,Electronics,India,0.213,0.216,31,7,0,0
47.67,7,Online,Travel,India,0.547,0.69,579,21,0,0
9.11,14,ATM,Food,India,0.297,0.067,338,13,0,0
14.95,3,Online,Utilities,Singapore,0.421,0.154,572,11,1,0
260.83,11,Online,Travel,India,0.215,0.333,2575,16,0,0
163.23,23,ATM,Grocery,India,0.055,0.303,698,11,0,0
32.48,19,POS,Entertainment,USA,0.216,0.231,2884,13,1,0
14.84,0,Bank Transfer,Grocery,India,0.296,0.06,2621,12,0,0
3.44,14,Online,Utilities,India,0.404,0.258,1126,17,0,0
38.73,14,Online,Entertainment,India,0.249,0.496,274,17,0,0
750.26,1,Online,Electronics,India,0.168,0.294,704,11,0,0
103.02,15,Online,Electronics,USA,0.078,0.085,1803,13,1,0
38.11,12,Online,Electronics,India,0.36,0.182,1387,12,0,0
106.17,16,Online,Electronics,India,0.163,0.541,2591,11,0,0
14.0,7,Bank Transfer,Utilities,India,0.167,0.628,1066,14,0,0
49.53,6,ATM,Entertainment,India,0.304,0.347,531,11,0,0
73.66,17,ATM,Travel,Singapore,0.415,0.266,2018,14,1,0
61.18,17,POS,Travel,UK,0.205,0.421,2756,13,1,0
147.05,3,Online,Food,UAE,0.087,0.183,1672,14,1,0
94.13,5,Online,Food,USA,0.163,0.372,2133,15,1,0
130.1,14,POS,Entertainment,India,0.271,0.169,1750,18,0,0
33.5,19,ATM,Travel,India,0.244,0.137,690,6,0,0
163.66,4,POS,Electronics,India,0.164,0.064,1652,3,0,0
340.0,5,POS,Grocery,India,0.101,0.471,2941,11,0,0
25.28,19,POS,Electronics,India,0.303,0.227,2988,13,0,0
27.45,16,POS,Entertainment,India,0.221,0.328,2497,11,0,0
253.61,21,POS,Travel,India,0.458,0.493,1537,12,0,0
55.07,18,Online,Travel,Singapore,0.056,0.119,171,11,1,0
271.46,22,Online,Electronics,India,0.212,0.116,1307,13,0,0
42.84,4,POS,Utilities,India,0.298,0.574,2476,9,0,0
285.73,6,POS,Food,UK,0.242,0.262,2821,8,1,1
76.06,5,ATM,Utilities,India,0.325,0.316,1730,11,0,0
86.33,1,POS,Grocery,India,0.176,0.315,86,11,0,0
318.85,18,Online,Utilities,India,0.171,0.061,2669,14,0,0
46.44,15,Online,Grocery,UK,0.481,0.398,2512,7,1,0
26.02,2,Online,Travel,Singapore,0.304,0.405,1769,10,1,0
42.58,4,Bank Transfer,Electronics,India,0.408,0.185,1229,12,0,0
104.83,4,Online,Travel,India,0.472,0.266,2388,14,0,0
13.93,9,Bank Transfer,Utilities,India,0.244,0.363,903,14,0,0
126.15,10,Bank Transfer,Utilities,India,0.333,0.274,2498,16,0,0
38.91,6,POS,Food,UK,0.195,0.428,998,14,1,0
210.15,22,POS,Electronics,USA,0.489,0.282,2389,16,1,0
6.08,5,POS,Entertainment,UK,0.017,0.194,2045,16,1,0
30.37,13,Online,Entertainment,UAE,0.113,0.207,177,7,1,0
12.35,10,Online,Electronics,India,0.355,0.317,111,13,0,0
29.19,9,POS,Entertainment,UAE,0.417,0.289,1996,16,1,0
85.43,19,POS,Travel,India,0.338,0.223,1353,7,0,0
55.74,23,Online,Travel,India,0.281,0.446,2690,13,0,0
51.76,0,Online,Grocery,UK,0.279,0.033,2337,17,1,0
56.87,11,Online,Grocery,USA,0.374,0.212,2808,13,1,0
81.73,2,Bank Transfer,Travel,UAE,0.275,0.226,590,4,1,0
24.32,10,POS,Food,India,0.405,0.286,2301,8,0,0
135.21,14,Online,Utilities,India,0.388,0.148,1322,11,0,0
129.37,9,Bank Transfer,Food,UK,0.377,0.158,931,10,1,0
98.01,7,Online,Electronics,India,0.415,0.188,1128,16,0,0
116.34,7,Online,Travel,India,0.222,0.203,2575,11,0,0
89.7,7,Online,Grocery,India,0.274,0.312,1600,13,0,0
510.34,7,POS,Food,India,0.265,0.179,77,16,0,0
61.12,8,Bank Transfer,Grocery,India,0.351,0.284,1435,17,0,0
49.05,16,Online,Entertainment,UK,0.056,0.184,2312,12,1,1
31.39,2,Online,Electronics,India,0.296,0.632,2251,10,0,0
23.75,0,Online,Electronics,USA,0.448,0.176,1456,8,1,0
19.21,12,Online,Grocery,USA,0.388,0.206,2382,15,1,0
27.42,16,POS,Travel,India,0.387,0.153,2640,4,0,0
62.14,6,ATM,Grocery,India,0.324,0.053,168,14,0,0
93.16,4,Online,Entertainment,India,0.373,0.051,1505,11,0,0
70.19,14,POS,Electronics,UK,0.124,0.11,2632,21,1,0
31.01,9,Online,Entertainment,India,0.535,0.362,1268,9,0,0
164.05,17,Bank Transfer,Food,India,0.036,0.054,2991,17,0,0
139.69,3,Online,Utilities,UAE,0.467,0.08,2533,15,1,0
56.85,2,Online,Entertainment,India,0.029,0.331,574,8,0,0
34.71,13,Online,Grocery,India,0.542,0.21,988,7,0,0
115.4,9,ATM,Grocery,UAE,0.354,0.402,1175,8,1,0
80.48,17,Online,Utilities,India,0.273,0.384,1463,13,0,0
15.67,12,Bank Transfer,Travel,India,0.307,0.41,2075,13,0,0
62.3,8,POS,Entertainment,India,0.277,0.125,2531,9,0,0
86.66,3,Bank Transfer,Food,UK,0.017,0.112,1677,18,1,0
27.12,3,Bank Transfer,Entertainment,Singapore,0.244,0.069,39,10,1,0
80.63,18,Online,Travel,UK,0.36,0.304,2564,16,1,0
15.57,5,Online,Travel,UAE,0.608,0.195,1050,9,1,0
253.71,12,POS,Food,India,0.27,0.121,1052,14,0,0
232.28,19,Online,Grocery,India,0.211,0.139,2498,12,0,0
51.8,21,POS,Travel,India,0.033,0.274,2443,9,0,0
95.91,6,POS,Food,UAE,0.177,0.56,2638,17,1,0
5.99,2,Bank Transfer,Travel,UAE,0.261,0.252,2743,13,1,0
20.98,18,POS,Travel,India,0.376,0.389,481,10,0,0
49.71,16,Online,Utilities,UK,0.132,0.221,535,9,1,0
22.83,7,POS,Travel,India,0.476,0.512,1334,16,0,0
136.24,14,Online,Utilities,India,0.317,0.61,2949,4,0,0
491.42,4,Online,Utilities,India,0.237,0.317,1032,10,0,0
20.56,16,POS,Entertainment,UAE,0.516,0.204,1026,11,1,0
28.86,17,Online,Grocery,India,0.254,0.312,2927,10,0,0
84.39,7,Bank Transfer,Travel,India,0.477,0.487,2909,10,0,0
333.99,11,Online,Utilities,UAE,0.34,0.151,1693,8,1,0
19.64,8,Bank Transfer,Grocery,India,0.291,0.203,1799,11,0,0
85.54,0,Online,Food,India,0.239,0.36,1198,13,0,0
412.11,3,Online,Food,USA,0.078,0.35,2466,12,1,0
12.78,23,POS,Utilities,India,0.068,0.46,2616,10,0,0
18.52,10,POS,Utilities,India,0.258,0.456,792,14,0,0
43.66,3,Bank Transfer,Travel,India,0.299,0.461,2125,9,0,0
39.62,1,Online,Food,UK,0.153,0.758,1565,8,1,0
150.3,8,Online,Food,India,0.373,0.281,2138,14,0,0
84.92,23,ATM,Utilities,USA,0.071,0.041,1275,16,1,0
11.3,9,POS,Food,Singapore,0.221,0.043,1835,11,1,0
111.65,23,ATM,Grocery,India,0.364,0.669,1913,7,0,0
37.43,11,POS,Utilities,Singapore,0.322,0.264,1251,15,1,0
238.52,18,Bank Transfer,Food,UK,0.178,0.232,642,16,1,0
35.6,18,POS,Travel,UAE,0.304,0.583,296,13,1,0
35.28,0,POS,Travel,India,0.117,0.281,2916,12,0,0
114.56,0,Online,Travel,India,0.416,0.176,1902,12,0,0
143.01,22,POS,Entertainment,USA,0.364,0.507,1342,11,1,0
104.39,22,Bank Transfer,Utilities,UAE,0.238,0.539,1244,15,1,0
12.36,3,Online,Electronics,UAE,0.122,0.405,1229,10,1,0
114.21,15,POS,Grocery,India,0.227,0.354,1358,16,0,0
23.71,22,POS,Utilities,India,0.511,0.314,1339,12,0,0
84.38,22,Bank Transfer,Food,India,0.118,0.248,2771,12,0,0
16.06,7,Online,Food,USA,0.247,0.324,1359,21,1,0
104.2,19,Bank Transfer,Grocery,Singapore,0.013,0.423,2163,13,1,0
29.77,15,POS,Utilities,UK,0.464,0.294,1468,12,1,0
18.49,22,Bank Transfer,Grocery,India,0.413,0.254,2345,10,0,0
136.16,3,Online,Food,UAE,0.225,0.015,36,10,1,0
84.91,14,Online,Food,India,0.391,0.204,2280,10,0,0
36.09,0,Online,Food,India,0.426,0.495,660,9,0,1
284.63,8,POS,Food,India,0.188,0.062,1298,10,0,0
42.92,0,Bank Transfer,Electronics,India,0.31,0.282,1890,11,0,0
68.86,10,Bank Transfer,Food,UK,0.213,0.132,1677,17,1,0
87.26,19,Online,Electronics,India,0.432,0.236,157,13,0,0
35.89,15,Bank Transfer,Electronics,India,0.119,0.185,1631,11,0,0
106.82,7,POS,Entertainment,India,0.495,0.259,392,16,0,0
39.12,10,POS,Entertainment,India,0.166,0.308,723,11,0,0
44.18,8,POS,Grocery,USA,0.115,0.188,1391,11,1,0
260.51,17,Online,Utilities,India,0.512,0.253,1898,7,0,0
23.56,6,POS,Grocery,India,0.407,0.337,1571,13,0,0
5.97,2,Online,Travel,India,0.354,0.065,1124,11,0,0
333.93,12,POS,Electronics,UK,0.312,0.484,268,14,1,0
853.48,19,ATM,Travel,India,0.6,0.292,163,14,0,0
44.47,11,ATM,Electronics,India,0.301,0.4,1341,12,0,0
9.61,4,Online,Travel,India,0.03,0.321,2910,13,0,0
48.89,1,POS,Electronics,India,0.472,0.386,2452,10,0,0
50.09,22,ATM,Entertainment,India,0.275,0.044,1248,13,0,0
55.15,18,POS,Entertainment,India,0.165,0.411,630,12,0,0
21.9,3,ATM,Electronics,USA,0.683,0.168,1050,15,1,0
119.05,1,Online,Travel,India,0.172,0.38,1470,12,0,0
112.67,3,Online,Entertainment,India,0.061,0.09,1882,8,0,0
14.96,9,POS,Grocery,UAE,0.259,0.154,1659,11,1,0
134.18,19,ATM,Electronics,India,0.024,0.437,1361,12,0,0
519.41,3,Bank Transfer,Travel,India,0.374,0.151,1901,9,0,0
79.2,19,Online,Food,India,0.278,0.434,2932,10,0,0
47.59,0,Bank Transfer,Grocery,India,0.297,0.343,1246,15,0,0
57.86,17,Bank Transfer,Entertainment,India,0.405,0.085,151,9,0,0
123.38,6,POS,Travel,Singapore,0.101,0.457,2552,12,1,0
11.81,23,ATM,Food,India,0.039,0.33,2450,16,0,0
78.6,11,POS,Food,USA,0.406,0.132,1765,10,1,0
45.13,6,Online,Electronics,UAE,0.332,0.342,64,12,1,0
423.19,5,POS,Electronics,India,0.047,0.355,2672,11,0,0
56.03,19,Bank Transfer,Travel,USA,0.646,0.028,549,13,1,0
353.5,9,ATM,Entertainment,India,0.199,0.149,2896,13,0,0
22.12,8,POS,Food,India,0.27,0.245,522,4,0,0
119.97,17,Online,Travel,Singapore,0.129,0.133,10,7,1,0
91.78,12,Online,Travel,India,0.503,0.213,1022,19,0,0
27.96,15,ATM,Electronics,UAE,0.467,0.273,1479,12,1,0
79.63,10,Bank Transfer,Utilities,India,0.096,0.367,2627,9,0,0
224.2,1,POS,Utilities,India,0.241,0.218,129,19,0,0
48.24,0,Online,Electronics,India,0.296,0.152,732,12,0,0
12.28,0,Online,Electronics,India,0.183,0.408,1972,17,0,0
65.53,13,Online,Grocery,India,0.404,0.279,1545,12,0,0
27.05,12,Online,Food,India,0.375,0.243,2558,11,0,0
47.35,17,POS,Travel,India,0.089,0.362,1435,12,0,0
61.46,21,POS,Entertainment,India,0.496,0.068,1870,16,0,0
12.11,4,Online,Food,UAE,0.348,0.562,709,10,1,0
13.25,22,Bank Transfer,Travel,India,0.151,0.091,1182,12,0,0
107.99,22,POS,Utilities,India,0.35,0.63,1390,22,0,0
39.54,14,POS,Entertainment,UK,0.272,0.109,1808,14,1,0
5.13,12,ATM,Travel,USA,0.333,0.395,2531,10,1,0
146.18,4,Bank Transfer,Grocery,Singapore,0.61,0.453,994,13,1,0
87.56,4,Online,Travel,UAE,0.406,0.334,2095,15,1,0
32.66,0,POS,Electronics,India,0.137,0.344,616,15,0,0
17.87,15,Online,Electronics,India,0.38,0.2,1174,14,0,0
153.82,10,Online,Entertainment,USA,0.213,0.254,247,10,1,0
94.57,4,Online,Utilities,India,0.458,0.409,808,13,0,0
722.42,3,POS,Entertainment,USA,0.133,0.162,2379,10,1,0
101.51,1,POS,Utilities,India,0.213,0.573,1547,7,0,0
98.27,15,POS,Grocery,UAE,0.171,0.393,2721,9,1,0
56.43,16,ATM,Grocery,USA,0.161,0.327,675,19,1,0
150.92,15,Online,Utilities,India,0.367,0.088,1291,15,0,0
124.6,2,POS,Food,India,0.471,0.109,467,14,0,0
233.16,0,Online,Travel,UAE,0.366,0.084,866,14,1,0
39.59,2,ATM,Entertainment,USA,0.204,0.377,131,12,1,0
43.15,18,POS,Travel,UK,0.274,0.324,638,14,1,0
41.3,17,Online,Entertainment,UK,0.24,0.161,32,10,1,0
147.05,7,Online,Utilities,India,0.206,0.256,2015,7,0,0
298.38,1,Online,Electronics,India,0.236,0.354,2918,14,0,0
42.15,7,Bank Transfer,Food,India,0.383,0.318,137,9,0,0
43.61,19,Bank Transfer,Entertainment,USA,0.275,0.11,1084,17,1,0
91.29,3,POS,Utilities,India,0.155,0.553,2666,10,0,0
52.16,19,POS,Food,India,0.222,0.01,112,15,0,0
172.79,11,POS,Travel,UAE,0.182,0.304,2137,9,1,0
7.02,3,POS,Travel,India,0.273,0.424,1744,5,0,0
29.17,22,Online,Electronics,UK,0.243,0.171,2485,15,1,0
30.5,12,Bank Transfer,Grocery,India,0.177,0.266,1410,14,0,0
6.55,16,Bank Transfer,Entertainment,India,0.21,0.118,243,13,0,0
25.44,2,POS,Electronics,India,0.068,0.17,1723,15,0,0
26.7,8,Online,Entertainment,USA,0.264,0.549,2906,10,1,0
54.54,15,POS,Grocery,UK,0.265,0.393,1625,15,1,0
202.95,15,Online,Travel,India,0.579,0.234,151,11,0,1
52.19,1,POS,Electronics,India,0.322,0.113,300,12,0,0
23.79,14,Bank Transfer,Grocery,India,0.249,0.212,1469,10,0,0
62.99,22,Bank Transfer,Entertainment,India,0.038,0.288,2245,13,0,0
190.41,18,POS,Food,India,0.095,0.189,633,9,0,0
25.13,4,Online,Utilities,India,0.454,0.237,1129,11,0,0
26.83,21,Online,Entertainment,Singapore,0.222,0.009,2899,14,1,0
116.58,16,ATM,Grocery,USA,0.228,0.252,2988,21,1,0
53.43,1,Online,Utilities,India,0.404,0.235,2674,9,0,0
127.42,3,POS,Grocery,UK,0.333,0.459,1773,6,1,0
65.78,22,Online,Utilities,India,0.206,0.181,2681,10,0,0
134.51,5,POS,Entertainment,UAE,0.213,0.374,1471,13,1,0
23.69,2,Online,Entertainment,India,0.248,0.413,2975,10,0,0
65.89,10,POS,Electronics,India,0.163,0.377,1084,9,0,0
54.02,12,Online,Grocery,USA,0.192,0.291,2746,10,1,0
19.77,13,ATM,Grocery,India,0.131,0.296,1616,13,0,0
13.96,15,POS,Grocery,Singapore,0.283,0.395,2793,12,1,0
132.39,23,Online,Entertainment,UAE,0.294,0.218,1420,7,1,0
46.95,18,ATM,Food,USA,0.038,0.295,2659,10,1,0
23.99,0,POS,Travel,India,0.607,0.174,1577,13,0,0
60.57,2,Online,Grocery,India,0.251,0.475,2448,20,0,0
206.03,0,Online,Grocery,India,0.288,0.394,2910,12,0,0
6.82,9,Online,Travel,India,0.113,0.112,239,11,0,0
14.93,8,ATM,Entertainment,UAE,0.503,0.3,1216,13,1,0
26.5,22,Online,Utilities,India,0.316,0.36,14,11,0,0
287.49,8,Online,Food,India,0.361,0.511,843,22,0,0
88.46,0,POS,Utilities,India,0.207,0.449,149,13,0,0
143.64,21,POS,Electronics,UAE,0.435,0.316,1276,9,1,0
21.32,6,POS,Travel,UAE,0.181,0.092,1030,6,1,0
21.77,21,Bank Transfer,Entertainment,India,0.74,0.281,157,10,0,0
104.36,18,Bank Transfer,Grocery,India,0.067,0.283,1143,9,0,0
70.69,21,ATM,Utilities,UK,0.178,0.246,1369,9,1,0
115.44,19,POS,Entertainment,India,0.064,0.465,68,10,0,0
55.28,3,Online,Grocery,UAE,0.385,0.408,2762,9,1,0
88.07,15,ATM,Travel,UAE,0.296,0.403,933,15,1,0
78.11,9,Online,Food,UK,0.265,0.5,603,11,1,0
145.15,15,POS,Entertainment,India,0.38,0.314,165,15,0,0
149.46,17,Bank Transfer,Travel,USA,0.32,0.298,268,13,1,0
13.2,12,POS,Entertainment,UAE,0.299,0.358,2072,9,1,0
7.05,7,POS,Electronics,India,0.444,0.051,48,14,0,0
181.59,21,Bank Transfer,Entertainment,Singapore,0.074,0.26,280,7,1,0
218.71,15,Online,Electronics,India,0.444,0.172,1932,13,0,0
24.03,21,Online,Electronics,UAE,0.26,0.383,1033,10,1,0
10.38,5,Online,Electronics,USA,0.528,0.482,2295,15,1,0
73.63,20,Bank Transfer,Grocery,India,0.504,0.29,2099,16,0,0
169.16,7,POS,Travel,India,0.293,0.04,2014,11,0,0
402.46,11,ATM,Travel,India,0.107,0.756,203,17,0,0
111.75,20,POS,Entertainment,India,0.097,0.282,1922,14,0,0
45.98,8,POS,Electronics,UAE,0.09,0.413,2701,7,1,0
27.3,6,Online,Electronics,India,0.482,0.507,2450,9,0,0
67.45,21,Online,Utilities,UAE,0.397,0.691,2813,8,1,0
49.44,23,POS,Utilities,India,0.167,0.301,2560,8,0,0
24.17,7,Online,Travel,USA,0.229,0.627,2755,12,1,0
517.37,7,Online,Electronics,UAE,0.174,0.265,1009,15,1,1
397.49,5,Online,Electronics,USA,0.243,0.04,766,19,1,0
207.69,0,ATM,Utilities,Singapore,0.49,0.397,1739,9,1,0
26.55,13,ATM,Entertainment,UAE,0.209,0.704,570,9,1,0
156.81,6,Online,Food,India,0.215,0.032,1974,16,0,0
126.42,20,Online,Travel,UK,0.049,0.139,2970,14,1,0
103.81,4,Online,Electronics,India,0.485,0.614,1024,18,0,1
232.68,15,Online,Grocery,India,0.312,0.584,1030,10,0,0
125.89,12,POS,Entertainment,India,0.263,0.126,1909,9,0,0
139.77,14,POS,Utilities,UK,0.496,0.468,1829,10,1,0
126.08,2,POS,Entertainment,USA,0.39,0.367,1978,11,1,0
93.76,11,Online,Travel,India,0.144,0.225,1206,19,0,0
11.21,15,Bank Transfer,Electronics,UAE,0.183,0.331,1,10,1,0
72.5,8,Online,Utilities,India,0.234,0.248,716,17,0,0
38.24,20,Online,Electronics,UAE,0.065,0.293,255,11,1,0
18.54,12,Online,Utilities,India,0.295,0.168,496,11,0,0
358.46,8,Online,Food,India,0.507,0.3,2204,16,0,0
375.78,0,Online,Electronics,India,0.078,0.476,313,12,0,0
259.62,4,Online,Food,India,0.446,0.101,227,14,0,0
86.07,11,ATM,Travel,USA,0.312,0.165,605,8,1,0
257.4,9,POS,Electronics,UK,0.29,0.073,1523,10,1,0
67.49,20,Online,Travel,UK,0.243,0.24,101,16,1,0
81.68,18,Online,Entertainment,India,0.465,0.128,134,10,0,0
22.34,3,ATM,Food,India,0.177,0.057,2694,5,0,0
99.19,14,Bank Transfer,Electronics,India,0.256,0.129,2484,8,0,0
70.84,10,ATM,Entertainment,India,0.369,0.444,655,16,0,0
18.13,2,Online,Electronics,India,0.103,0.538,1664,17,0,0
63.36,15,POS,Utilities,India,0.325,0.532,2293,9,0,0
61.58,12,Online,Food,Singapore,0.611,0.485,612,14,1,0
402.45,2,ATM,Utilities,UAE,0.165,0.267,1625,9,1,0
163.08,11,Bank Transfer,Utilities,UK,0.393,0.213,2588,14,1,0
67.45,17,ATM,Travel,India,0.233,0.521,167,11,0,0
85.52,7,POS,Travel,India,0.094,0.387,360,7,0,0
69.7,8,ATM,Utilities,India,0.482,0.137,2517,14,0,0
54.44,2,Bank Transfer,Travel,India,0.229,0.635,2722,21,0,0
22.59,4,Online,Entertainment,India,0.1,0.137,2004,12,0,0
57.34,23,Online,Travel,UAE,0.477,0.535,2916,9,1,0
31.62,14,Online,Utilities,India,0.621,0.426,2229,14,0,0
19.1,4,Online,Entertainment,India,0.532,0.433,1973,18,0,0
111.19,11,POS,Food,India,0.238,0.159,71,14,0,0
98.62,4,POS,Electronics,UAE,0.274,0.212,2515,14,1,0
11.17,10,ATM,Food,India,0.428,0.179,962,12,0,0
58.99,3,Bank Transfer,Electronics,UK,0.346,0.322,2471,5,1,0
180.49,14,Bank Transfer,Electronics,India,0.366,0.206,12,15,0,0
192.33,13,POS,Travel,India,0.13,0.098,1361,9,0,0
186.02,15,POS,Grocery,Singapore,0.198,0.16,1864,12,1,0
69.33,10,POS,Utilities,India,0.246,0.238,367,9,0,0
28.64,6,ATM,Entertainment,USA,0.061,0.154,1105,6,1,0
22.56,5,Online,Electronics,India,0.287,0.48,250,13,0,0
94.12,5,Bank Transfer,Entertainment,India,0.224,0.5,1401,6,0,0
97.44,10,POS,Food,India,0.491,0.246,312,14,0,0
241.61,10,Online,Food,Singapore,0.624,0.296,733,12,1,0
200.33,16,ATM,Grocery,UK,0.154,0.402,1539,12,1,0
58.43,1,POS,Food,USA,0.359,0.546,1358,12,1,0
19.22,6,Bank Transfer,Grocery,India,0.126,0.31,107,14,0,0
48.47,20,Online,Entertainment,India,0.217,0.197,2430,5,0,0
82.87,21,POS,Grocery,India,0.249,0.179,1440,15,0,0
54.48,22,POS,Food,India,0.171,0.603,891,12,0,0
37.42,7,Bank Transfer,Electronics,India,0.235,0.169,861,7,0,0
85.87,3,Online,Grocery,UAE,0.154,0.164,302,7,1,0
40.29,4,ATM,Electronics,India,0.167,0.523,2615,12,0,0
35.59,3,ATM,Travel,India,0.608,0.247,2280,16,0,0
91.05,22,Online,Travel,UAE,0.277,0.379,272,7,1,0
44.61,21,ATM,Utilities,India,0.368,0.366,2638,9,0,0
85.12,19,Bank Transfer,Electronics,USA,0.107,0.097,2040,11,1,0
87.64,17,POS,Electronics,India,0.26,0.217,2064,7,0,0
21.34,8,ATM,Grocery,India,0.102,0.126,244,12,0,0
41.21,11,POS,Travel,India,0.518,0.146,848,9,0,0
280.84,20,POS,Electronics,India,0.437,0.157,1583,17,0,0
